Interview Id,Candidate Id,Interviewer Id,Profile,S.L.R.C,S.L.R.I,A.T.T,L.M.I,L.M.C,S.R,L.J.T.C,L.J.T.I,N.I.C,N.I.I,S.P.I,S.P.C,L.A.C,L.A.I,Q.A,P.E.I,P.E.C,COMPLIANCE Ratio,Interview duration,Interviewer Intro,Candidate into,Opp to ask,Status
743643653625,2926117170,267,QA Manual,0.67,0.33,96,118,119,30,174,443,16,30,57,15,9,17,5,Positive,Neutral,56,31,Yes,Yes,No,May Consider
898462184308,2305534808,260,HR,0.86,0.14,74,81,53,34,61,515,56,64,29,72,9,13,5,Positive,Positive,33,15,Yes,No,Yes,Consider
229394642457,3352573181,262,Data Scientist,0.54,0.46,35,55,52,25,76,498,53,59,35,26,12,19,6,Positive,Positive,65,34,No,No,Yes,May Consider
130189498741,9025518568,197,Marketing,0.57,0.43,77,117,96,47,12,420,41,40,84,41,3,4,3,Negative,Negative,17,24,Yes,No,Yes,Consider
832974922911,7772783534,243,HR,0.66,0.34,119,41,61,25,3,534,28,44,32,37,11,11,3,Negative,Neutral,50,34,Yes,No,No,Consider
443657191351,872887677.5,227,Marketing,0.99,0.01,64,53,40,62,158,38,10,40,33,24,1,2,4,Neutral,Negative,29,28,No,Yes,Yes,May Consider
967851127853,8542655901,191,Sales,0.87,0.13,31,88,92,29,116,24,26,61,29,88,7,8,5,Positive,Positive,62,22,No,No,Yes,Consider
994570255304,1302866468,214,Developer,0.65,0.35,76,73,114,44,122,490,46,54,59,45,3,11,5,Negative,Negative,97,36,No,Yes,Yes,Consider
524556372991,6156089030,240,Sales,0.84,0.16,80,83,119,68,162,478,19,11,54,47,5,16,7,Neutral,Positive,25,29,Yes,No,No,Consider
519010868848,3888664012,217,QA Manual,0.65,0.35,25,90,62,66,293,495,54,20,25,30,4,2,5,Positive,Positive,75,42,No,No,No,Not Consider
88971606229,6454682931,232,Sales,0.96,0.04,35,96,113,37,290,193,60,33,33,68,8,19,6,Negative,Neutral,47,18,No,Yes,Yes,Not Consider
504145184210,6961148457,226,Account Manager,0.99,0.01,63,97,120,25,12,93,10,62,76,6,14,18,7,Neutral,Positive,65,33,No,No,Yes,Consider
248989868969,5337100537,237,Account Manager,0.99,0.01,93,70,73,44,218,15,20,39,60,8,10,15,3,Positive,Positive,88,21,No,Yes,No,Not Consider
618783147901,2007165139,210,Marketing,0.66,0.34,120,78,103,53,109,160,68,46,20,80,3,1,4,Neutral,Positive,20,29,Yes,No,Yes,Consider
878071090110,4946994447,205,Marketing,0.97,0.03,103,83,67,68,249,245,14,57,22,46,9,2,2,Negative,Negative,37,29,No,Yes,No,Not Consider
775286682502,4629194440,224,Data Scientist,0.75,0.25,40,118,71,46,105,214,53,13,83,13,12,8,3,Negative,Neutral,25,33,No,Yes,No,May Consider
931155375360,5516048503,200,Developer,0.83,0.17,53,105,45,67,29,308,59,23,23,16,2,6,5,Neutral,Negative,34,48,No,No,Yes,Consider
345952133424,3578216247,243,Program Manager,0.61,0.39,57,61,110,61,18,573,10,60,41,10,1,12,7,Positive,Neutral,6,37,No,No,Yes,Consider
383423512874,6990358011,219,Marketing,0.86,0.14,99,57,114,56,3,383,55,55,62,9,12,3,7,Negative,Negative,4,34,No,No,Yes,Consider
286077188611,4566296962,195,Marketing,0.76,0.24,100,64,51,53,296,574,49,36,27,35,8,2,4,Positive,Neutral,64,56,Yes,No,Yes,Not Consider
451293186646,8307264805,193,Developer,0.81,0.19,52,51,53,21,293,431,8,7,45,71,3,5,3,Neutral,Positive,64,27,No,Yes,Yes,Not Consider
133592147410,9731869396,225,Developer,0.87,0.13,43,52,75,39,147,333,15,32,57,44,14,7,5,Positive,Neutral,96,49,No,Yes,Yes,May Consider
326763363611,5780351305,210,Product Manager,0.69,0.31,48,54,67,68,263,129,24,10,29,47,6,8,5,Negative,Positive,16,54,No,No,Yes,Not Consider
300650860658,2536497781,215,HR,0.67,0.33,43,99,108,32,176,523,42,46,44,22,10,16,2,Positive,Positive,23,27,No,Yes,No,May Consider
952839142216,6088268810,237,Product Manager,0.9,0.1,64,58,107,44,241,511,26,41,64,72,1,8,3,Negative,Positive,87,50,Yes,Yes,No,May Consider
563318041592,9065970624,267,Program Manager,0.78,0.22,39,110,77,31,5,291,66,5,35,81,4,7,6,Negative,Negative,97,57,No,Yes,No,Consider
194479004882,1475386478,267,Developer,0.61,0.39,52,41,85,55,292,213,32,15,32,89,7,15,4,Neutral,Positive,35,47,Yes,Yes,Yes,Not Consider
836966301612,6020874720,233,Product Manager,0.72,0.28,89,98,63,22,29,376,45,14,85,84,5,20,4,Positive,Neutral,76,36,Yes,No,Yes,Consider
394626512347,2117103604,202,QA Manual,0.65,0.35,49,58,77,66,41,366,47,49,30,76,9,12,3,Negative,Negative,35,42,Yes,Yes,No,Consider
920840388571,9723757351,239,Developer,0.61,0.39,23,113,81,32,212,382,62,17,24,74,8,18,5,Neutral,Neutral,38,30,No,No,Yes,May Consider
229865250366,2369522451,230,Sales,0.84,0.16,81,42,53,65,268,457,21,41,42,84,14,20,6,Neutral,Neutral,30,49,Yes,Yes,No,Not Consider
957216183224,9134098708,253,QA Manual,0.95,0.05,22,67,104,56,198,464,59,12,71,11,9,18,2,Neutral,Neutral,65,24,No,No,Yes,Not Consider
929638340134,7532731544,205,QA Manual,0.78,0.22,75,96,77,24,209,257,30,52,86,42,11,13,2,Neutral,Neutral,61,28,No,Yes,Yes,Not Consider
508559783721,4822485857,214,HR,0.51,0.49,48,58,98,54,181,374,58,23,24,16,12,8,2,Positive,Positive,35,54,No,Yes,Yes,May Consider
934497663627,6561156696,223,Developer,0.76,0.24,83,79,88,23,56,85,34,34,86,64,7,16,5,Negative,Negative,46,32,No,No,No,Consider
868086310661,9066612124,265,QA Automation,0.86,0.14,42,105,53,61,71,60,19,44,85,12,11,13,4,Negative,Negative,24,48,Yes,No,Yes,Consider
533314592272,4136498565,258,Product Manager,0.78,0.22,66,92,104,42,167,266,62,26,69,78,14,3,5,Negative,Neutral,72,35,No,No,Yes,May Consider
21261081974,4430417234,244,QA Manual,0.97,0.03,66,67,73,28,141,58,21,55,68,60,14,19,5,Negative,Positive,11,55,No,No,No,Consider
730736981875,4993150864,230,Account Manager,0.69,0.31,67,84,98,70,134,539,32,67,27,48,7,13,6,Positive,Neutral,41,40,Yes,No,No,Consider
432335703471,7391357850,210,QA Manual,0.63,0.37,66,111,77,47,192,394,54,30,54,42,10,12,7,Negative,Positive,84,36,Yes,No,No,Not Consider
801488108812,1198379714,223,Sales,0.71,0.29,36,60,52,40,17,175,49,13,65,12,12,12,7,Neutral,Negative,92,29,Yes,Yes,No,Consider
983351026792,3588313453,197,Marketing,0.67,0.33,21,95,83,21,23,478,5,70,41,29,15,10,5,Positive,Neutral,27,28,Yes,Yes,No,Consider
637566745144,3116888476,258,Program Manager,0.99,0.01,62,109,62,56,213,421,67,60,60,57,6,18,2,Negative,Neutral,86,19,Yes,Yes,No,Not Consider
213675728543,4154063221,234,Account Manager,0.85,0.15,56,70,55,47,191,324,23,55,58,81,12,13,3,Positive,Positive,77,18,No,No,Yes,May Consider
991344685845,439925780.5,254,QA Automation,0.72,0.28,26,102,117,60,31,195,11,24,56,9,3,5,5,Neutral,Negative,98,27,No,No,Yes,Consider
844715760991,1232928968,216,Account Manager,0.58,0.42,35,105,79,61,29,534,67,58,65,17,11,20,6,Positive,Neutral,52,53,No,No,No,Consider
168412946304,6372222477,223,Account Manager,0.99,0.01,81,90,45,26,232,236,56,10,77,84,8,16,3,Positive,Positive,59,43,Yes,No,No,Not Consider
103685660808,1308665442,266,QA Automation,0.73,0.27,113,52,83,69,41,430,12,36,27,38,14,9,7,Negative,Neutral,58,50,Yes,No,Yes,Consider
188372009864,5816524744,238,Developer,0.76,0.24,20,80,107,24,60,35,37,55,45,34,8,1,4,Positive,Neutral,56,19,Yes,Yes,Yes,Consider
837157499672,9303808649,260,Data Scientist,0.96,0.04,32,87,90,36,193,92,42,9,23,78,10,10,7,Neutral,Neutral,98,53,Yes,No,Yes,May Consider
172289731222,4177221455,204,Data Scientist,0.54,0.46,50,84,110,35,89,315,65,63,42,46,2,8,2,Positive,Neutral,65,34,No,Yes,Yes,Consider
912508337018,4764539006,264,QA Manual,0.99,0.01,57,68,115,26,73,480,33,38,44,21,4,10,4,Negative,Negative,22,29,No,No,Yes,Consider
948082896373,3754807795,240,QA Automation,0.88,0.12,46,115,91,70,23,298,48,8,31,84,4,11,7,Positive,Positive,19,44,No,Yes,Yes,Consider
104502283875,4801029154,260,QA Automation,0.77,0.23,77,49,63,32,115,135,30,28,59,28,5,10,7,Neutral,Neutral,76,52,Yes,No,Yes,May Consider
8560377866,8186074267,210,Account Manager,0.53,0.47,66,94,103,62,83,556,69,25,73,36,13,12,5,Positive,Positive,76,15,No,Yes,Yes,May Consider
44328543903,1079767532,259,Account Manager,0.81,0.19,97,75,81,25,41,527,70,29,62,25,14,1,5,Negative,Negative,83,49,No,No,Yes,Consider
883368788653,5096719655,241,HR,0.6,0.4,26,102,115,40,214,284,17,39,86,25,9,15,2,Neutral,Neutral,87,54,Yes,Yes,Yes,May Consider
936853815730,110353870.4,265,Sales,0.95,0.05,55,87,55,38,246,544,30,9,56,11,3,16,2,Negative,Neutral,40,15,Yes,Yes,No,Not Consider
270798132111,3200471469,190,QA Automation,0.78,0.22,31,61,107,33,69,515,47,22,85,88,1,12,2,Positive,Positive,24,55,Yes,Yes,No,Consider
524144063432,5664777958,228,Program Manager,0.74,0.26,115,51,110,56,100,584,45,63,62,63,11,12,5,Positive,Positive,47,48,No,No,Yes,Consider
446659089717,2159986313,209,Sales,0.5,0.5,95,45,59,56,116,173,46,38,68,28,6,12,4,Positive,Neutral,40,23,No,No,Yes,May Consider
163100888465,8523594384,254,Product Manager,0.97,0.03,85,73,120,67,16,53,50,8,24,24,4,13,2,Negative,Positive,66,32,Yes,No,No,Consider
256676961508,3309227911,191,Marketing,0.73,0.27,50,102,91,32,94,414,47,15,52,56,15,17,6,Negative,Negative,79,23,No,No,No,Consider
194096970950,4253234634,228,Marketing,0.53,0.47,91,95,82,51,259,394,29,39,30,25,4,17,5,Positive,Positive,69,33,Yes,Yes,Yes,Not Consider
590633224361,3045410107,206,Program Manager,0.78,0.22,30,88,70,29,194,454,17,43,29,27,14,20,2,Neutral,Positive,29,56,No,No,No,May Consider
885669045005,2555804115,233,Program Manager,0.95,0.05,46,96,52,54,281,224,48,6,54,24,8,19,6,Neutral,Positive,20,47,No,Yes,Yes,Not Consider
518517474278,1582869730,194,QA Manual,0.99,0.01,88,92,106,52,211,318,35,49,63,45,7,15,2,Negative,Positive,88,29,Yes,No,No,May Consider
855641204274,8352167937,216,HR,0.73,0.27,88,47,42,47,84,398,15,69,58,28,12,7,5,Positive,Negative,10,44,Yes,Yes,No,Consider
82051514119,604629089.3,259,Data Scientist,0.58,0.42,95,84,89,24,71,138,50,51,82,52,4,5,4,Neutral,Positive,21,15,No,Yes,No,Consider
777639545331,2397253674,225,Sales,0.77,0.23,79,91,55,23,261,512,27,31,57,55,2,16,6,Positive,Positive,40,59,No,Yes,No,Not Consider
123058303090,8964360882,192,QA Automation,0.94,0.06,48,81,101,27,235,554,65,57,71,74,12,17,3,Negative,Neutral,22,18,Yes,No,No,Not Consider
498079537007,8400890973,222,QA Manual,0.98,0.02,69,94,95,67,81,55,26,14,71,65,14,12,2,Negative,Neutral,67,45,Yes,No,No,Consider
990342302524,5327676647,199,Product Manager,0.9,0.1,50,103,50,40,170,169,28,62,84,41,12,19,2,Negative,Neutral,26,49,Yes,No,Yes,May Consider
104742045253,636969847.5,203,QA Manual,0.58,0.42,71,50,104,27,23,519,5,39,33,80,15,15,5,Positive,Negative,15,60,Yes,No,No,Consider
699219170281,6874094140,219,Product Manager,0.88,0.12,103,66,70,60,16,326,31,8,37,15,10,10,7,Neutral,Positive,27,30,Yes,Yes,Yes,Consider
524511281581,5448334951,224,Account Manager,0.65,0.35,39,107,43,68,221,569,6,52,88,8,5,19,7,Neutral,Negative,77,35,No,Yes,No,Not Consider
275902297677,9817885583,231,Marketing,0.67,0.33,107,43,96,36,238,314,62,26,59,56,9,17,3,Negative,Positive,61,48,No,No,No,Not Consider
483359590755,7255944109,227,Developer,0.86,0.14,96,69,77,55,91,450,27,69,78,58,11,4,6,Positive,Negative,30,49,No,Yes,No,Consider
959066695760,8486728640,265,Marketing,0.68,0.32,39,96,66,25,92,497,38,24,86,65,4,11,5,Positive,Positive,55,34,No,No,Yes,Consider
62990035410,3301013744,195,Data Scientist,0.51,0.49,105,71,54,20,295,167,26,7,44,87,4,16,6,Positive,Neutral,93,29,No,Yes,Yes,Not Consider
462637903272,7492379311,247,Marketing,0.96,0.04,43,49,97,50,144,271,67,17,23,15,13,19,2,Neutral,Neutral,82,49,Yes,No,Yes,May Consider
140567937425,5811947927,259,HR,0.9,0.1,36,70,46,46,28,442,69,9,48,24,7,10,5,Neutral,Positive,65,16,Yes,Yes,Yes,May Consider
139889152032,5639408662,253,Developer,0.94,0.06,61,73,53,21,46,328,57,7,89,87,8,15,6,Negative,Positive,3,59,Yes,No,No,Consider
33697896344,8298905678,194,Marketing,0.68,0.32,58,100,100,53,163,111,21,40,29,56,10,20,2,Positive,Positive,64,45,No,Yes,Yes,Consider
95095316597,9679599986,250,Account Manager,0.91,0.09,76,65,63,23,145,198,54,6,51,33,5,6,5,Negative,Positive,71,25,No,No,Yes,May Consider
103363369685,7724219970,218,QA Manual,0.88,0.12,113,45,93,57,28,107,23,26,52,10,3,1,5,Positive,Negative,9,59,No,No,No,Consider
734232587209,1895347760,215,Marketing,0.66,0.34,116,55,80,52,5,428,59,8,84,60,15,19,2,Negative,Negative,24,25,Yes,No,No,Consider
632201300042,3144114816,210,Data Scientist,0.96,0.04,83,95,100,57,195,176,10,49,90,79,6,11,2,Negative,Neutral,21,60,No,No,Yes,Consider
52597559896,3381020246,215,Sales,0.62,0.38,69,99,108,61,8,499,8,17,76,80,7,13,2,Neutral,Neutral,46,56,No,Yes,No,Consider
311616950970,6615113699,239,Marketing,0.77,0.23,24,52,107,44,154,152,44,44,32,25,3,13,4,Neutral,Negative,51,49,Yes,No,No,May Consider
949944688862,7413721071,193,Developer,0.75,0.25,87,47,102,59,188,365,56,21,25,72,6,7,7,Neutral,Negative,84,25,Yes,No,Yes,May Consider
284360753069,4537261432,267,Program Manager,0.55,0.45,50,41,59,50,52,48,54,39,24,54,15,4,6,Negative,Negative,1,45,No,Yes,No,Consider
821127320128,6622398515,190,Developer,0.62,0.38,23,59,74,59,279,355,11,68,25,17,9,15,4,Negative,Positive,96,38,Yes,No,No,Not Consider
122924639083,8777130994,260,Sales,0.94,0.06,61,108,96,63,27,56,50,14,54,40,2,3,2,Negative,Negative,55,57,No,Yes,Yes,Consider
573719545234,7966256142,230,Data Scientist,0.68,0.32,38,54,62,36,54,188,57,62,58,84,2,2,4,Neutral,Positive,28,39,No,Yes,Yes,Consider
930224710377,1769117647,254,QA Manual,0.8,0.2,69,48,68,61,41,356,63,43,57,15,9,1,7,Neutral,Negative,69,37,Yes,No,Yes,Consider
508263907262,9540631092,256,Account Manager,0.79,0.21,68,78,116,56,137,528,61,29,78,24,2,12,2,Positive,Negative,15,25,No,Yes,Yes,May Consider
57406897851,9007586482,198,Account Manager,0.51,0.49,22,111,76,29,160,72,26,57,83,44,2,17,3,Positive,Negative,34,42,No,Yes,Yes,May Consider
299330502614,8692871637,259,QA Manual,0.66,0.34,118,90,88,42,240,563,27,55,85,36,5,10,6,Positive,Negative,38,36,Yes,No,No,Not Consider
702246048274,4870092752,216,Marketing,0.8,0.2,96,108,46,26,152,434,56,37,75,71,8,9,2,Negative,Negative,21,18,Yes,Yes,Yes,May Consider
727303931990,7135460108,264,Data Scientist,0.96,0.04,109,68,112,48,217,184,8,60,48,68,4,4,3,Positive,Neutral,99,48,Yes,Yes,Yes,May Consider
916643290437,3289479512,209,Account Manager,0.76,0.24,92,69,57,36,58,563,36,50,23,21,5,9,7,Positive,Positive,32,34,No,No,Yes,Consider
125684416832,3003159744,225,Marketing,0.98,0.02,41,44,65,44,71,367,46,30,61,27,1,20,5,Negative,Positive,73,34,No,Yes,Yes,Consider
677416717857,6437743550,222,Sales,0.85,0.15,85,58,118,57,299,91,21,33,38,44,14,15,3,Positive,Positive,72,34,No,Yes,No,Not Consider
473764873897,3961005637,241,Program Manager,0.64,0.36,47,102,120,32,88,513,48,10,54,45,14,7,3,Neutral,Negative,55,48,Yes,No,No,Consider
603310508115,1095981957,232,Program Manager,0.71,0.29,103,50,49,35,120,466,44,39,55,51,15,5,4,Neutral,Neutral,24,44,No,Yes,Yes,May Consider
130025742743,8407467005,237,QA Manual,0.71,0.29,37,116,72,45,155,250,19,8,28,64,13,15,2,Negative,Negative,60,43,No,No,Yes,May Consider
403424598245,842568211.5,244,QA Manual,0.85,0.15,92,105,50,48,60,292,68,24,90,78,3,8,4,Negative,Negative,13,48,Yes,No,Yes,Consider
770791511040,1940283462,230,QA Automation,0.62,0.38,116,111,53,70,139,322,41,7,81,83,13,9,3,Negative,Neutral,0,47,No,No,Yes,May Consider
66725670857,457269671.2,230,HR,0.6,0.4,103,76,81,56,99,543,26,59,45,17,11,10,5,Positive,Positive,35,59,No,Yes,Yes,Consider
778063768840,4000779382,248,Data Scientist,0.86,0.14,63,76,116,32,300,384,44,68,55,28,3,4,3,Positive,Neutral,42,39,No,No,Yes,Not Consider
325693949589,8154916878,219,HR,0.88,0.12,79,49,120,64,16,556,28,18,73,44,6,4,2,Neutral,Negative,43,33,Yes,Yes,Yes,Consider
169555155314,9956581295,194,QA Manual,0.6,0.4,79,119,75,58,210,441,39,55,46,90,5,15,3,Neutral,Negative,71,54,No,Yes,No,May Consider
804378759261,8352262725,233,QA Automation,0.62,0.38,103,46,77,66,243,504,47,42,77,87,10,9,7,Positive,Positive,47,44,No,Yes,Yes,May Consider
945492613280,8824568347,233,HR,0.91,0.09,88,106,80,41,62,75,68,15,40,70,4,19,4,Positive,Neutral,70,60,No,Yes,Yes,Consider
75178906279,7840931025,255,Program Manager,0.83,0.17,20,88,41,21,16,589,39,5,51,83,12,6,6,Neutral,Positive,27,20,No,Yes,No,Consider
156556215322,7908765138,251,Sales,0.53,0.47,21,105,88,31,244,305,29,14,65,48,13,6,6,Negative,Positive,51,56,Yes,No,No,May Consider
260671413325,7474162272,220,Data Scientist,0.81,0.19,45,98,87,37,225,278,41,13,54,11,9,14,4,Neutral,Negative,22,32,Yes,No,Yes,Not Consider
994317657155,6396211308,241,Marketing,0.8,0.2,118,49,42,54,4,37,31,25,47,48,5,13,6,Positive,Negative,15,36,No,No,No,Consider
816037435817,9043004685,265,HR,0.95,0.05,83,92,86,28,68,242,58,26,30,61,1,17,5,Negative,Positive,57,30,Yes,Yes,No,Consider
141810672209,8513290419,244,QA Manual,0.78,0.22,45,53,99,55,279,143,25,13,66,32,13,5,4,Negative,Negative,96,48,No,No,No,Not Consider
281461827114,7967499553,257,Marketing,0.71,0.29,94,110,52,20,56,183,32,32,69,37,13,15,2,Neutral,Negative,47,56,Yes,No,No,Consider
572598356190,8322551374,229,Marketing,0.56,0.44,45,41,85,28,262,135,64,59,30,85,11,2,6,Neutral,Positive,5,47,Yes,Yes,No,Not Consider
497820283974,90333683.29,226,QA Manual,0.67,0.33,109,71,75,32,10,289,19,65,66,23,12,6,7,Positive,Negative,99,33,No,No,Yes,Consider
980221617325,7293899358,220,QA Manual,0.65,0.35,53,101,93,30,143,370,13,60,82,33,13,1,6,Neutral,Neutral,73,40,No,Yes,No,May Consider
506648509987,9345746424,231,HR,0.64,0.36,61,120,54,63,20,264,39,46,54,72,7,8,6,Neutral,Negative,31,17,Yes,No,Yes,Consider
287662445828,9103612467,213,Marketing,0.89,0.11,116,102,53,25,114,324,69,19,26,13,5,13,3,Negative,Negative,75,17,No,Yes,No,Not Consider
908568135560,9777701094,225,Product Manager,0.5,0.5,95,93,114,61,225,194,36,5,24,15,15,4,7,Neutral,Negative,7,45,Yes,Yes,No,Not Consider
913007095004,4920686127,196,Program Manager,0.55,0.45,81,99,101,29,127,151,10,10,60,21,15,2,7,Positive,Positive,70,23,No,No,Yes,May Consider
212908380664,3472356613,241,Program Manager,0.52,0.48,56,75,118,37,290,211,56,61,39,64,8,18,4,Positive,Neutral,37,21,No,No,No,Not Consider
40541435132,4984445144,204,Sales,0.87,0.13,35,51,97,47,258,528,52,65,69,66,1,5,3,Positive,Neutral,97,31,No,No,Yes,Not Consider
883217547157,6905724888,246,Marketing,0.82,0.18,72,97,90,61,268,310,12,51,20,73,1,3,7,Neutral,Positive,28,37,No,No,No,May Consider
406875909121,6343411777,246,Developer,0.53,0.47,47,81,93,60,109,120,7,40,29,9,8,13,2,Neutral,Neutral,7,33,Yes,No,No,Consider
654837397525,4224442069,266,HR,0.59,0.41,22,78,45,29,263,56,58,34,53,43,9,12,5,Positive,Negative,61,47,No,No,Yes,Not Consider
603323387801,2027522596,199,Marketing,0.8,0.2,103,57,92,52,158,89,48,33,41,43,10,20,7,Negative,Negative,86,36,No,No,No,May Consider
885974016289,2593369032,206,QA Manual,0.89,0.11,47,80,75,59,138,521,32,47,85,56,1,13,5,Neutral,Negative,14,41,No,No,No,Consider
615713564663,8009662842,201,HR,0.99,0.01,114,75,78,68,113,166,32,33,20,22,4,14,5,Neutral,Neutral,22,47,No,Yes,Yes,May Consider
395124885840,3257113590,240,Marketing,0.63,0.37,83,60,58,52,66,531,22,49,45,73,8,10,4,Negative,Negative,70,45,No,Yes,No,Consider
971313482611,2455067028,192,Data Scientist,0.57,0.43,106,42,53,67,176,29,8,25,72,79,5,16,2,Neutral,Neutral,68,36,Yes,Yes,No,May Consider
455818363770,1953600859,197,HR,0.62,0.38,72,94,104,21,164,314,10,60,46,86,2,4,6,Positive,Neutral,54,54,No,No,No,Consider
92860142063,7866640440,247,Developer,0.67,0.33,61,74,50,35,102,210,22,53,70,19,3,8,5,Negative,Neutral,41,27,Yes,No,Yes,May Consider
463025632010,4147843305,207,QA Automation,0.65,0.35,74,40,56,67,240,574,48,26,64,29,14,19,6,Negative,Positive,56,38,No,Yes,Yes,Not Consider
128338696031,3750137433,209,Program Manager,0.97,0.03,85,40,120,60,220,225,6,27,28,20,3,10,5,Negative,Positive,44,24,Yes,Yes,No,May Consider
681070809879,7865653955,210,Product Manager,0.71,0.29,27,55,51,30,274,499,28,22,33,5,15,4,5,Negative,Negative,96,41,No,No,Yes,Not Consider
941633279864,2816076733,196,HR,0.77,0.23,86,88,58,57,262,426,67,49,44,7,8,10,3,Neutral,Neutral,93,18,Yes,No,No,Not Consider
435276035566,9124035358,216,QA Manual,0.72,0.28,91,43,102,64,86,104,12,31,84,31,8,13,7,Positive,Positive,19,34,Yes,Yes,Yes,Consider
126228159983,2007261279,216,Data Scientist,0.63,0.37,105,106,102,57,188,227,14,15,26,72,15,4,7,Positive,Negative,46,36,Yes,No,Yes,May Consider
951944349618,9782433578,222,QA Automation,0.84,0.16,106,93,68,31,208,461,52,24,62,57,14,20,6,Positive,Positive,74,15,Yes,No,Yes,Not Consider
807568651468,4824976888,201,Developer,0.87,0.13,102,62,109,38,97,116,21,56,38,51,4,16,4,Negative,Negative,10,31,Yes,No,No,Consider
694734421477,3563318135,211,Program Manager,0.89,0.11,103,99,65,60,112,250,22,54,59,41,9,15,2,Neutral,Neutral,33,27,No,Yes,No,May Consider
798445898727,9587845245,223,HR,0.56,0.44,36,100,44,52,123,279,65,15,38,46,14,17,5,Negative,Negative,31,58,No,Yes,Yes,May Consider
729277140303,4779180208,200,Developer,0.51,0.49,63,63,102,22,107,380,5,49,79,85,3,6,5,Positive,Neutral,28,45,Yes,No,No,Consider
987921566353,9990584543,201,Program Manager,0.79,0.21,20,93,101,57,272,31,18,53,70,6,11,15,6,Neutral,Negative,43,42,No,No,Yes,Not Consider
189407412256,3504902768,265,HR,0.72,0.28,113,67,96,61,59,114,24,31,46,17,7,17,2,Positive,Negative,74,55,No,No,No,Consider
3048068624,7262560135,194,Program Manager,0.86,0.14,112,52,51,51,218,306,52,15,30,83,15,18,5,Positive,Neutral,46,45,No,Yes,Yes,Not Consider
963141622585,6379587228,246,Product Manager,0.63,0.37,118,120,51,34,72,565,17,17,64,22,12,6,6,Negative,Negative,30,48,No,No,No,Consider
462292894919,4516178923,233,Product Manager,0.51,0.49,77,48,60,47,193,210,22,38,82,29,6,13,4,Positive,Neutral,95,20,No,No,No,Not Consider
988157841103,521674336.7,227,HR,0.63,0.37,81,57,117,61,29,170,27,16,41,24,15,14,3,Neutral,Negative,26,22,No,No,Yes,Consider
21582214888,2712336861,241,Developer,0.9,0.1,36,110,119,56,116,72,32,50,38,47,13,7,4,Neutral,Positive,12,35,No,No,No,Consider
96785482196,9088141293,215,QA Automation,0.91,0.09,106,59,79,42,273,105,30,18,27,26,14,10,3,Neutral,Neutral,52,36,No,No,No,Not Consider
832813344430,7775008017,219,Data Scientist,0.99,0.01,59,73,102,31,267,215,49,68,45,68,2,17,2,Positive,Negative,50,43,Yes,Yes,No,Not Consider
809271909882,6476518463,192,Sales,0.77,0.23,86,80,85,23,21,310,57,31,76,50,4,5,3,Positive,Negative,83,54,Yes,Yes,Yes,Consider
628241137403,511573801,192,Data Scientist,0.62,0.38,25,43,51,58,228,295,28,17,68,32,15,10,7,Neutral,Neutral,53,25,No,Yes,Yes,Not Consider
299367605775,3012537842,211,Data Scientist,0.8,0.2,119,55,51,60,170,62,13,51,33,58,5,20,5,Positive,Negative,59,44,No,No,Yes,May Consider
3140145155,5422867900,220,Marketing,0.67,0.33,79,53,91,20,267,315,12,65,70,77,14,13,6,Positive,Positive,56,57,Yes,Yes,No,May Consider
484196647441,7922706416,195,QA Automation,0.74,0.26,62,76,71,30,146,495,42,44,78,57,7,6,6,Positive,Neutral,53,18,Yes,No,Yes,May Consider
387529706623,3531604188,247,Sales,0.92,0.08,63,49,75,59,229,512,57,58,83,34,9,15,7,Negative,Negative,69,18,No,Yes,Yes,Not Consider
685210174745,3477600138,203,Marketing,0.77,0.23,58,107,55,47,128,519,56,42,42,13,1,7,5,Negative,Negative,97,50,No,No,Yes,May Consider
922590692359,4865543078,264,Program Manager,0.87,0.13,81,70,87,67,138,320,41,68,87,89,14,10,5,Positive,Negative,84,26,Yes,No,Yes,Consider
11140984536,6206996852,241,Marketing,0.76,0.24,73,82,119,37,247,568,30,18,48,68,1,4,3,Negative,Neutral,19,35,Yes,Yes,No,May Consider
938897587512,2079424270,228,QA Manual,0.66,0.34,20,72,50,33,201,110,7,41,89,84,13,9,7,Neutral,Negative,52,29,No,Yes,Yes,May Consider
797795439986,5112206162,214,Product Manager,0.68,0.32,21,106,54,68,230,558,28,46,32,15,6,13,3,Positive,Negative,48,44,No,No,Yes,Not Consider
875057871322,1295523324,203,Sales,0.66,0.34,57,42,61,68,210,278,52,60,68,55,7,6,6,Negative,Neutral,88,17,No,No,No,Not Consider
451867255816,4695433714,253,QA Automation,0.67,0.33,119,101,86,29,28,3,68,34,85,7,15,2,3,Neutral,Negative,17,29,No,No,No,Consider
383236936990,5026139974,203,Account Manager,0.95,0.05,36,70,59,33,18,282,51,37,82,8,9,13,4,Negative,Positive,58,51,No,No,No,Consider
563493763778,8533309651,207,Account Manager,0.56,0.44,41,119,100,27,284,210,66,27,53,75,15,11,3,Negative,Positive,47,24,No,No,No,Not Consider
601922116180,4983117599,192,Account Manager,0.89,0.11,89,64,65,68,205,169,41,30,82,89,9,17,2,Negative,Neutral,1,26,Yes,Yes,No,May Consider
429881910424,8965654478,256,Sales,0.95,0.05,81,112,87,63,237,68,52,39,88,76,9,19,7,Positive,Negative,44,15,Yes,No,Yes,Not Consider
